Geo Point;Geo Shape;OBJID;ID;Fusswegtyp;Strassenkategorie;Bemerkung
47.5734937162,7.65353137288;"{""type"": ""LineString"", ""coordinates"": [[7.653307319435646, 47.57328456580628], [7.653311408474853, 47.573359367834485], [7.653325831095474, 47.573379837862326], [7.653348223461546, 47.57339921394002], [7.653421788558004, 47.573459470856015], [7.653482621403298, 47.57352623568687], [7.653504996482358, 47.57354129479115], [7.653527328054396, 47.57354556153581], [7.653554422366716, 47.573544432256085], [7.653579943622273, 47.57354870209335], [7.653607055120059, 47.5735551274745], [7.653638968696617, 47.57356261422697], [7.65366288643675, 47.573564728521525], [7.653701135571223, 47.573564657838695], [7.653750539522039, 47.5735656457671], [7.653772875517347, 47.57357100069353], [7.653798414196906, 47.573579578431044], [7.653840214927031, 47.57360330744953]]}";3854;3854;Fussweg_Park;andere;
47.5737594467,7.65078926252;"{""type"": ""LineString"", ""coordinates"": [[7.651488176992681, 47.57329317766416], [7.651405084423608, 47.573335905772154], [7.651344590220177, 47.573353275261866], [7.651303203249156, 47.573366292830045], [7.651188529026484, 47.5733880782097], [7.651105737722442, 47.573409796276735], [7.6510102527091, 47.573444488371884], [7.650889344957336, 47.573502952127036], [7.650787626316346, 47.573574322702285], [7.650689139956433, 47.57365647073672], [7.650606605440099, 47.5737429066042], [7.650536790290038, 47.57382285278464], [7.650486082424518, 47.573898438172776], [7.650441796642645, 47.573984804281345], [7.650416626926839, 47.57406898609218], [7.650413793423309, 47.57415527674386], [7.650439472854924, 47.57420268073725], [7.650474743291792, 47.57425223474657], [7.650525892741899, 47.57429096740325], [7.650583400634128, 47.574321063505685], [7.650637645540915, 47.574336065113286], [7.650722263488087, 47.574355481213345]]}";3856;3856;Fussweg_Park;andere;
47.5726836882,7.68328172465;"{""type"": ""LineString"", ""coordinates"": [[7.682677146902536, 47.57291218043567], [7.682701625766835, 47.57291764221298], [7.682742346969552, 47.572914795685044], [7.683344131480563, 47.57267921798828], [7.68369791861805, 47.57254753365377], [7.683708035876949, 47.57253097290327], [7.683709802896697, 47.572473085663646], [7.683695124289259, 47.57238214521655], [7.683674637394378, 47.572354622660356], [7.683658331323562, 47.57235189594535], [7.683631844632526, 47.572351951743336]]}";3860;3860;Strasse;Zone30;
47.5716892094,7.6837766256;"{""type"": ""LineString"", ""coordinates"": [[7.681816145619149, 47.57124415759102], [7.683203802765625, 47.57139148781362], [7.683330130739114, 47.57140500046203], [7.683429954821017, 47.571408927501174], [7.683491047222071, 47.57140879889642], [7.683609166030602, 47.57140579807851], [7.683767966730908, 47.571391676114054], [7.684006122617425, 47.571363608166315], [7.684118096282408, 47.571353721615644], [7.684248421696647, 47.57134930934775], [7.684494883291977, 47.57135292569419], [7.684704742582554, 47.57137040632969], [7.684894273603166, 47.571397570892586], [7.684998221776879, 47.571413890179294], [7.685118482202533, 47.57143430291639], [7.685197997292864, 47.57145205883657], [7.685222558136911, 47.571478187463605], [7.685224846735508, 47.57153332306902], [7.685204697532544, 47.57157884699852], [7.685166208540779, 47.571624409801885], [7.685115468010669, 47.5716617333354], [7.685038234679717, 47.57169773694109], [7.684928427614494, 47.57173656155809], [7.684812475806375, 47.57176574882355], [7.684720893648836, 47.571779730004465], [7.684641454618225, 47.57177851303455], [7.684545684281553, 47.571769074314886], [7.684462153173554, 47.57176235272874], [7.684407198525364, 47.571770743089765], [7.684376747217597, 47.57179286001959], [7.684372813539987, 47.571824571167085], [7.684399668806205, 47.57190445053353], [7.684361252037549, 47.5719658688234], [7.684261935367814, 47.572072213411026], [7.684221373717857, 47.57210950605292], [7.684138140752826, 47.572167574298376], [7.684040584095487, 47.57221188534849], [7.683794454802809, 47.5722813232395], [7.683348984683513, 47.57240492661754], [7.683170086493445, 47.57247697376941], [7.683123277605551, 47.57248534639022], [7.682968483858891, 47.572484286652404], [7.682952152537244, 47.5724760557409], [7.682843409476131, 47.57230123954679]]}";3862;3862;Strasse;Zone30;
47.5717379519,7.67824023876;"{""type"": ""LineString"", ""coordinates"": [[7.679463370124059, 47.57273038909392], [7.679432828994597, 47.57273321339444], [7.679424666679268, 47.572729785702336], [7.679412386946955, 47.57271809232224], [7.679357091859722, 47.572648604471254], [7.679152218476862, 47.57238508095311], [7.679026580443696, 47.572300916743394], [7.678628190813551, 47.57202745829436], [7.678099043107143, 47.57166157855442], [7.677324729379939, 47.57112562499744], [7.67731346297779, 47.57111151899537], [7.677301159424972, 47.571094321283375], [7.677290853030466, 47.571066084187215], [7.677282558349408, 47.57103302233255], [7.677235078455903, 47.5706630464415], [7.677233987251874, 47.57064788527892], [7.677245459266577, 47.570627814757394]]}";3864;3864;Strasse;Zone30;
47.5743566084,7.63885091948;"{""type"": ""LineString"", ""coordinates"": [[7.638085078919539, 47.57464518614685], [7.638539032554235, 47.57466341116439], [7.638712705748928, 47.574431201546595], [7.638970149231857, 47.57439762603692], [7.639062950916793, 47.574169871985646], [7.639126751418707, 47.57415392423152], [7.639190427195089, 47.574104834908795], [7.639369213492581, 47.57409877078656], [7.639430818427899, 47.573824599801796]]}";3867;3867;Fussweg_Park;andere;
47.5794560593,7.65832628639;"{""type"": ""LineString"", ""coordinates"": [[7.658073106947747, 47.57941595515077], [7.658543900394768, 47.57948997479063], [7.658577359253949, 47.579503698867136]]}";3874;3874;Fussweg_Park;andere;
47.5833396914,7.64829786892;"{""type"": ""LineString"", ""coordinates"": [[7.649088103087927, 47.58414526728581], [7.649074820431713, 47.58412767271908], [7.64899018460025, 47.584019973720565], [7.648861098554841, 47.58386193647874], [7.648752850712484, 47.583729421458706], [7.648669470296311, 47.58363637961493], [7.648573646527303, 47.58353955583201], [7.648469014362401, 47.58344383607871], [7.648131045141263, 47.58315617994249], [7.648024805632001, 47.58306371837629], [7.647760740832052, 47.58284874986316], [7.647396518344707, 47.58266758771214]]}";3877;3877;Trottoir;Zone40;
47.5774134467,7.5915521491;"{""type"": ""LineString"", ""coordinates"": [[7.591663907675818, 47.57771482634143], [7.591440390525535, 47.57711206713792]]}";3878;3878;Trottoir;Zone50;
47.5635314109,7.62401570792;"{""type"": ""LineString"", ""coordinates"": [[7.623519564214905, 47.5640411798384], [7.623668621040813, 47.563901378526616], [7.623824116390328, 47.56375240217388], [7.623964265087571, 47.56361535771751], [7.624078091669376, 47.5634902447093], [7.624172197454476, 47.56338003862486], [7.624294687098925, 47.563220708463625], [7.624408398098538, 47.56306287613415], [7.624466341153751, 47.56298154337353]]}";3882;3882;Trottoir;Zone50;
47.5646207234,7.62853787409;"{""type"": ""LineString"", ""coordinates"": [[7.629713068435139, 47.56623569250066], [7.629676711258946, 47.5662060099582], [7.629626013210209, 47.56616072885168], [7.629588502622603, 47.566120633452925], [7.629554295569405, 47.56607904866124], [7.629523341478316, 47.56602555984186], [7.629495661636556, 47.56596611180682], [7.629473390096212, 47.56588435048732], [7.629464292579367, 47.56579662272243], [7.629450508909046, 47.5656916077213], [7.629442831414535, 47.56563306222671], [7.629398635642764, 47.56525815966761], [7.629390814148008, 47.565218762018816], [7.629379713171199, 47.56518754503056], [7.629364189920954, 47.56514964396092], [7.629333270460213, 47.56510563439469], [7.629294663244684, 47.56506331024158], [7.629252779267104, 47.565026198802485], [7.628522396258655, 47.564477300651575], [7.628272320472588, 47.56428789583765], [7.628147820520946, 47.56418920363422], [7.628000163486085, 47.56406897302965], [7.627855807226431, 47.56394632655093], [7.627736757120586, 47.56383646383105], [7.627625427457275, 47.56373402625961], [7.627488730342407, 47.563601141016825], [7.627372944872083, 47.56348216197614], [7.627320006187297, 47.56342573124082], [7.627301316008409, 47.56341981668088], [7.627276037618695, 47.5634183646855], [7.62723869392448, 47.56342065563204], [7.627126741520294, 47.56345355610213], [7.627019176848052, 47.56347975803492], [7.626939571198906, 47.56349138978895]]}";3883;3883;Trottoir;Zone30;
47.5669767628,7.63133177319;"{""type"": ""LineString"", ""coordinates"": [[7.631175562759321, 47.56687130584591], [7.631280185819852, 47.56693806396298], [7.631395855176784, 47.56702040778331], [7.631483990365051, 47.56708793049736]]}";3887;3887;Trottoir;Zone30;
47.5644995257,7.62856274847;"{""type"": ""LineString"", ""coordinates"": [[7.627147157713136, 47.5626996782002], [7.62712962308106, 47.562712351767715], [7.627126398730698, 47.5627324309799], [7.627136762932155, 47.56286775175207], [7.62716242743875, 47.56297851286455], [7.627192374408, 47.563060262275286], [7.62723667269117, 47.56316095618837], [7.627297464979334, 47.56326272958106], [7.62738134590613, 47.56337041935211], [7.627467374867168, 47.56346546040222], [7.627546764067798, 47.56354657189205], [7.627726469641085, 47.56372326758567], [7.628027372006733, 47.56399270699387], [7.62826978886778, 47.56419253056238], [7.628460371660819, 47.5643364882158], [7.628760013964854, 47.56456354932681], [7.629290998306907, 47.56495996044755], [7.629370330675675, 47.565023775827214], [7.629425492950729, 47.56508782862675], [7.629464201404601, 47.56515841082787], [7.629481557739371, 47.56521837945928], [7.629496465420233, 47.565269898008026], [7.629539563608033, 47.56564609742416], [7.629544355595208, 47.5656855090188], [7.62957125897718, 47.565906683295076], [7.629592339896042, 47.56596391169651], [7.629634457755163, 47.56601410847187], [7.62968164855163, 47.56605225432366], [7.629812752092531, 47.566152426936306], [7.629865605491814, 47.56618357529737], [7.629953609242634, 47.566211688955235], [7.630016249876512, 47.56621511153207]]}";3889;3889;Trottoir;Zone30;
47.5624034168,7.62600085129;"{""type"": ""LineString"", ""coordinates"": [[7.624956720747986, 47.562144748045306], [7.625002825765492, 47.56213648996167], [7.625051191062891, 47.562143850341236], [7.625265594421045, 47.56219258560393], [7.625864912471722, 47.562352242267], [7.626042031870437, 47.562419626073826], [7.626201500577892, 47.562466595311555], [7.62638951523859, 47.562507186714384], [7.62644894048298, 47.5625346116595], [7.626751350467075, 47.56261740529455], [7.626788793303674, 47.562643372624386], [7.626837175051498, 47.562655193118474], [7.626869019998209, 47.56264993426809], [7.627036713905239, 47.56269279691065]]}";3891;3891;Trottoir;Zone50;
47.581181017,7.59719733889;"{""type"": ""LineString"", ""coordinates"": [[7.597150392877162, 47.58222523552319], [7.597720343697302, 47.58208640654864], [7.596564365793301, 47.57982527325904]]}";3895;3895;Trottoir;Zone50;
47.5822406315,7.59365653787;"{""type"": ""LineString"", ""coordinates"": [[7.593796238783797, 47.58253724977473], [7.59351683694837, 47.58194401327629]]}";3898;3898;Trottoir;Zone50;
47.5818962396,7.59299429945;"{""type"": ""LineString"", ""coordinates"": [[7.593476353418072, 47.582518473596004], [7.593112300776171, 47.581573139066236], [7.592975756113455, 47.581589256652826], [7.592660708755396, 47.58175252135164], [7.592364353789461, 47.58186223931112], [7.592241947953101, 47.5819280363113]]}";3899;3899;Trottoir;Zone50;
47.565190232,7.58639102227;"{""type"": ""LineString"", ""coordinates"": [[7.585562027685451, 47.56493093732886], [7.587220016849061, 47.56544952672643]]}";3907;3907;Trottoir;Zone50;
47.5573515551,7.57064569511;"{""type"": ""LineString"", ""coordinates"": [[7.570551360395577, 47.55734769790184], [7.57065918868689, 47.5573521087641], [7.570740030001068, 47.557355407885055]]}";3910;3910;andere;Zone50;
47.557219453,7.57063756954;"{""type"": ""LineString"", ""coordinates"": [[7.570396471776776, 47.55732144936485], [7.570878667310764, 47.55711745662933]]}";3911;3911;OeV_Station;Zone50;
47.570942924,7.59645517902;"{""type"": ""LineString"", ""coordinates"": [[7.596528903536468, 47.57156753679211], [7.596422425596216, 47.570663716326024], [7.59638280567192, 47.570343126890045], [7.596393796531312, 47.5703208076592]]}";3913;3913;Strasse;Begegnungszone;
47.5706241325,7.59562668292;"{""type"": ""LineString"", ""coordinates"": [[7.596277094137359, 47.5703586671166], [7.595255270573837, 47.570690140087294], [7.595251744182814, 47.5710916950666]]}";3916;3916;Trottoir;Zone50;
47.5681445963,7.59055114858;"{""type"": ""LineString"", ""coordinates"": [[7.590645252534549, 47.56771728866451], [7.59054742227034, 47.5680635656435], [7.590492103917707, 47.568578688736864]]}";3917;3917;Trottoir;Zone50;
47.5696816986,7.59039479378;"{""type"": ""LineString"", ""coordinates"": [[7.590422061622117, 47.56935612296069], [7.590367525944215, 47.570007274312395]]}";3922;3922;Trottoir;Zone50;
47.5719106262,7.5867831276;"{""type"": ""LineString"", ""coordinates"": [[7.586494267947681, 47.57037425573581], [7.586614940516743, 47.57092734038555], [7.586892175033404, 47.572545401775685], [7.587040827220646, 47.573350057167204], [7.587075539932022, 47.5734452110776]]}";3925;3925;Trottoir;Zone30;
47.5678113418,7.58650274204;"{""type"": ""LineString"", ""coordinates"": [[7.586494267947681, 47.57037425573581], [7.586433113553089, 47.570063466388696], [7.586412659892845, 47.569933326633745], [7.586374580303333, 47.569657484426], [7.586345176961552, 47.56940494283795], [7.586330299585513, 47.56921990746695], [7.586305031249549, 47.56838643987127], [7.586346488472765, 47.56780352387658], [7.586417004501948, 47.567354136340235], [7.586516151168274, 47.56687412480067], [7.586652632579033, 47.56639745632392], [7.586849154216475, 47.56584153971536], [7.586963201122459, 47.56556161851915], [7.587084535625002, 47.56531763574345]]}";3926;3926;Fussweg_Park;andere;
47.5710031594,7.58796433636;"{""type"": ""LineString"", ""coordinates"": [[7.589821068574159, 47.572208928430534], [7.589826066610893, 47.57194177355235], [7.589830839493171, 47.57159981845617], [7.589836206516138, 47.57146769424817], [7.589850042159097, 47.571285050505], [7.589892319010541, 47.57100910531135], [7.589929196486164, 47.570919570265865], [7.589854156672565, 47.57087494201179], [7.589713955760738, 47.5708811045813], [7.589277553284527, 47.570871956096795], [7.589102448099282, 47.57087606749155], [7.588126315723396, 47.57087149525673], [7.587600946147725, 47.57087411031232], [7.587465985055102, 47.570862626844736], [7.58725346294321, 47.57083569202159], [7.587032372654274, 47.57082431779988], [7.584998203580795, 47.570852763712004]]}";3931;3931;Trottoir;Zone50;
47.5720037977,7.59007865943;"{""type"": ""LineString"", ""coordinates"": [[7.590072512378347, 47.57228810625934], [7.590066308690923, 47.5721250588288], [7.590074424560424, 47.57195019307443], [7.590096876754816, 47.57176947178237], [7.590106865942189, 47.571749061126106], [7.590133501344221, 47.57174062641514]]}";3932;3932;Trottoir;Zone50;
47.5730175453,7.59367202918;"{""type"": ""LineString"", ""coordinates"": [[7.592522498207044, 47.573486804688365], [7.594238792355348, 47.573425222055086], [7.594368778125727, 47.5733822115667], [7.594491587906276, 47.5732939992909], [7.594593278096372, 47.573196308818524], [7.594656287385824, 47.57310103537114], [7.594670097280794, 47.57301059440608], [7.594657954550414, 47.57293481190457], [7.594652187665133, 47.572898781937305], [7.594609734536909, 47.57281079059646], [7.594493365943808, 47.572696726473744], [7.594348967135771, 47.57261839560717], [7.594197670121939, 47.572585285012565], [7.592466902211788, 47.57262329576113]]}";3935;3935;Fussweg_Park;andere;
47.5684454202,7.6001816914;"{""type"": ""LineString"", ""coordinates"": [[7.600192496115, 47.568425920331954], [7.600170886680521, 47.5684649199843]]}";3937;3937;Trottoir;Zone50;
47.5777249039,7.59548678669;"{""type"": ""LineString"", ""coordinates"": [[7.595140675469748, 47.57759853644833], [7.595832897902611, 47.577851271423214]]}";3940;3940;Fussweg_Park;andere;Fussweg getrennt vom Veloweg
47.5757908249,7.59629932297;"{""type"": ""LineString"", ""coordinates"": [[7.594978591012035, 47.5778807323762], [7.595140675469748, 47.57759853644833], [7.595187054623054, 47.57752352094845], [7.595330881214784, 47.57740196715459], [7.595381645978623, 47.57732693668201], [7.59565769616959, 47.576723341778745], [7.595814858749264, 47.57635638605555], [7.595886222992565, 47.5761099980993], [7.595929881289647, 47.57601000150588], [7.596097833989097, 47.5757248192071], [7.596158938231827, 47.57557839158572], [7.596260118488024, 47.575307581175764], [7.59631960451408, 47.57520755400636], [7.596401932556255, 47.57510155106856], [7.596514133155386, 47.57498956279032], [7.596673725062374, 47.57485430646694], [7.596908892235176, 47.574707642266375], [7.597161726184591, 47.57458950847908], [7.597419923788709, 47.574501108919954], [7.597792436741773, 47.57442326420971], [7.597985767859122, 47.574399211773034], [7.598165073091175, 47.574387067854865]]}";3941;3941;Fussweg_Park;andere;
47.5771837551,7.59311983327;"{""type"": ""LineString"", ""coordinates"": [[7.592932715399208, 47.57624601684311], [7.592009329839609, 47.576760027376395], [7.592000619700324, 47.576786219406046], [7.592106917699062, 47.577066870862], [7.592157995963279, 47.57709475593412], [7.594860973482394, 47.57785263195775]]}";3942;3942;Trottoir;Zone30;
47.5750219275,7.59847528101;"{""type"": ""LineString"", ""coordinates"": [[7.598165073091175, 47.574387067854865], [7.598184456849205, 47.574402501455566], [7.598291290854249, 47.57485299238142], [7.598340625710087, 47.57488415983198], [7.598428668201852, 47.57493043753912], [7.598541398846691, 47.574996908089105], [7.598589047469345, 47.57505514871243], [7.598727369835351, 47.57545175078501], [7.598720499660055, 47.57550529956928], [7.598690794441429, 47.57556720785512], [7.598648817622331, 47.57564103161138], [7.598636060481341, 47.5756682999583]]}";3944;3944;Fussweg_Park;andere;Fussweg getrennt vom Veloweg
47.5760017924,7.59671372448;"{""type"": ""LineString"", ""coordinates"": [[7.595832897902611, 47.577851271423214], [7.595746779719645, 47.57771908168922], [7.595739622564584, 47.57767625449859], [7.595910913400547, 47.57733099044955], [7.596277708893517, 47.57650240284014], [7.596675980563259, 47.57561605872457], [7.59672842834313, 47.57551366656839], [7.596780911981374, 47.575427930621565], [7.59683700129689, 47.57536598701864], [7.596907075186274, 47.57528261045806], [7.596980719430825, 47.57521111864113], [7.597078950273818, 47.57513484469565], [7.597236905241211, 47.57503944080696], [7.597451105296465, 47.574935047342194], [7.59758811578311, 47.574889649364444], [7.597820017637519, 47.57482983970659], [7.597964129254561, 47.57480822885293], [7.598066086028327, 47.574800948455156], [7.598154031197464, 47.5748103434352], [7.59822793734761, 47.57483166520097], [7.598291290854249, 47.57485299238142]]}";3945;3945;Fussweg_Park;andere;
47.5817756453,7.59404087536;"{""type"": ""LineString"", ""coordinates"": [[7.593482289919045, 47.58187063498256], [7.593950855484215, 47.58178753992497], [7.594004222620616, 47.58180985402181], [7.594219104230188, 47.581763555935396], [7.594399037707509, 47.58170735716547], [7.59454222144343, 47.58165245738262], [7.59458067617274, 47.581620667347096]]}";3947;3947;Strasse;Begegnungszone;
47.582640458,7.5931274725;"{""type"": ""LineString"", ""coordinates"": [[7.592743377159707, 47.582669926465464], [7.593511567848872, 47.58261098947631]]}";3955;3955;Trottoir;Zone30;
47.5447004659,7.57350425944;"{""type"": ""LineString"", ""coordinates"": [[7.572986066640838, 47.54480411690513], [7.573049354814743, 47.5447913447752], [7.573976706435417, 47.54460608879875], [7.574022415860759, 47.54459663724971]]}";3962;3962;Trottoir;Zone50;
47.5539744976,7.58477999757;"{""type"": ""LineString"", ""coordinates"": [[7.584459289720657, 47.553936171833726], [7.584601934328474, 47.55395074304628], [7.585100339940595, 47.55401596108133]]}";3965;3965;Trottoir;Zone30;
47.5535252494,7.57476445366;"{""type"": ""LineString"", ""coordinates"": [[7.57423257660397, 47.55343544711795], [7.575296330709805, 47.55361505164291]]}";3969;3969;Trottoir;Zone50;
47.5419000038,7.58734667568;"{""type"": ""LineString"", ""coordinates"": [[7.587274771293973, 47.54192367723698], [7.587418580064312, 47.541876330328535]]}";3977;3977;Trottoir;Zone50;
47.5373070052,7.61120012548;"{""type"": ""LineString"", ""coordinates"": [[7.611013197453966, 47.53749744273071], [7.611387053515833, 47.53711656769305]]}";3980;3980;Fussweg_Park;andere;
47.5367151788,7.61134017044;"{""type"": ""LineString"", ""coordinates"": [[7.611862969309111, 47.536735782398274], [7.61172495757433, 47.53671679490614], [7.611394215815404, 47.5367032108926], [7.611133405890236, 47.536695916929204], [7.611020046949324, 47.53670248842929], [7.610963404170706, 47.53671920183137], [7.610886072521057, 47.53676155117557], [7.610842740064561, 47.536803841186234]]}";3984;3984;Trottoir;Zone50;
47.540515133,7.61766756553;"{""type"": ""LineString"", ""coordinates"": [[7.617137263116013, 47.54021678738879], [7.617267170712452, 47.540279445726284], [7.617687495190378, 47.54051042607624], [7.617783138393517, 47.54057362219671], [7.617944114434821, 47.54067191032313], [7.618169628763618, 47.540857122628324]]}";3986;3986;Trottoir;Zone50;
47.5382481761,7.61332476048;"{""type"": ""LineString"", ""coordinates"": [[7.610459379763207, 47.53658845742161], [7.610767367499164, 47.53657649037999], [7.611043253290626, 47.536572241779304], [7.611399467479533, 47.53657362937313], [7.611745331281831, 47.53658591376512], [7.612074336194108, 47.53664557461894], [7.612301378270792, 47.53673225118362], [7.612413030359887, 47.536780714059304], [7.612528567783389, 47.536859884860476], [7.612638466093724, 47.536952815498125], [7.612748516875015, 47.53708830447388], [7.612796045695987, 47.53717653452664], [7.612832300152777, 47.53728141096825], [7.61289825051785, 47.53780503927775], [7.612942917161061, 47.53817160464337], [7.61296226366204, 47.53830850625956], [7.612999546095706, 47.53844313255342], [7.61308521842033, 47.53863624494133], [7.613187762661257, 47.538785810973145], [7.613343296494842, 47.538958339501484], [7.613511945888106, 47.5391001342967], [7.61370701184817, 47.53922525059366], [7.613869818135115, 47.539310104931175], [7.614149872790808, 47.53942230333435], [7.614558463173167, 47.539540692475356], [7.614738173781829, 47.53959161343166], [7.615094694974195, 47.53967969839648], [7.615554305166901, 47.53979416631802], [7.616265427653754, 47.53995816444436], [7.616359959465183, 47.53997957827778]]}";3987;3987;Trottoir;Zone50;
47.5392490922,7.61349212601;"{""type"": ""LineString"", ""coordinates"": [[7.61331136658682, 47.53930711286168], [7.613672885429912, 47.53919107152408]]}";3994;3994;Fussweg_Park;andere;
47.5366433433,7.60549903056;"{""type"": ""LineString"", ""coordinates"": [[7.605130433179954, 47.53661059892002], [7.605867627947051, 47.536676087611724]]}";4000;4000;Trottoir;Zone50;
47.5367037924,7.60617762763;"{""type"": ""LineString"", ""coordinates"": [[7.605992381560042, 47.536686143313865], [7.606362873708227, 47.536721441509876]]}";4001;4001;Trottoir;Zone50;
47.5368366846,7.60797128102;"{""type"": ""LineString"", ""coordinates"": [[7.608807978118632, 47.53665455010102], [7.608542190121343, 47.53686480866184], [7.608451570382975, 47.53689310046578], [7.608360897628019, 47.53690474474855], [7.607073651295489, 47.53679400272223]]}";4003;4003;Trottoir;Zone50;
47.5386976229,7.61208422421;"{""type"": ""LineString"", ""coordinates"": [[7.612329764675366, 47.538778784023755], [7.612155772716543, 47.53873680862022], [7.611911629823632, 47.538625838045455], [7.61184726622735, 47.538592665770224]]}";4005;4005;Trottoir;Zone50;
47.5413036203,7.61824483357;"{""type"": ""LineString"", ""coordinates"": [[7.618177805884491, 47.54132163932137], [7.618311861250029, 47.5412856012099]]}";4006;4006;Trottoir;Zone60;
47.5403579448,7.62131069097;"{""type"": ""LineString"", ""coordinates"": [[7.620943444400693, 47.54042954520638], [7.62167793753534, 47.54028634441021]]}";4010;4010;Trottoir;Zone60;
47.5391917088,7.610055441;"{""type"": ""LineString"", ""coordinates"": [[7.611554354436127, 47.539178561373085], [7.611529866396417, 47.53920419408411], [7.611359849410761, 47.53922108497043], [7.611282414212893, 47.53923655223716], [7.610946311943298, 47.53932407413131], [7.610498756603029, 47.539430628603874], [7.610332638144159, 47.539487183850035], [7.610221220798323, 47.539512935451874], [7.610151334854321, 47.5395219962457], [7.61008327229936, 47.539515701905955], [7.609994338641836, 47.53947872444005], [7.609912875163459, 47.53941869381546], [7.609801014674684, 47.539306247021614], [7.609711927780571, 47.53922127867341], [7.60961535057338, 47.53916127004203], [7.60952621712167, 47.539061587766696], [7.609459681857257, 47.53893883016124], [7.60924010935766, 47.53883038114687], [7.609100223482733, 47.53881651074925], [7.608890504452488, 47.53883217002101], [7.608809416466623, 47.53888507315471], [7.608784853831395, 47.538887672284545], [7.608639052206047, 47.5387970209468]]}";4017;4017;Fussweg_Park;andere;
47.5409456471,7.61770927049;"{""type"": ""LineString"", ""coordinates"": [[7.617602541093699, 47.5408186390766], [7.617815999888641, 47.54107265510879]]}";4021;4021;Trottoir;Zone50;
47.5404297962,7.61622153888;"{""type"": ""LineString"", ""coordinates"": [[7.616847015868402, 47.54066303643448], [7.616536893699902, 47.540607200675076], [7.616364948920409, 47.540616421146396], [7.616114747005748, 47.54039413457572], [7.616012272199149, 47.54026888132128], [7.615982860280431, 47.54023117918488], [7.615878916523438, 47.540231337498554], [7.615833486780205, 47.54020965067625], [7.615651602669358, 47.540072996898644]]}";4023;4023;Fussweg_Park;andere;
47.5405153364,7.61488335612;"{""type"": ""LineString"", ""coordinates"": [[7.614518155825075, 47.54132719931147], [7.614699318860488, 47.541277045905794], [7.614944719098789, 47.541192213822534], [7.615159905487321, 47.541112544501814], [7.615301511953769, 47.54107009484612], [7.615433559670241, 47.54099695473314], [7.615552272091894, 47.54089184382029], [7.615616139543325, 47.5407778493669], [7.615633683038799, 47.54065305182349], [7.61561447730165, 47.54056093962622], [7.615544141321314, 47.54043435998148], [7.61544177375128, 47.540341096983575], [7.615326237688787, 47.5402619291671], [7.615201300340793, 47.54019941401085], [7.615065096739198, 47.540159948898825], [7.614958268056728, 47.54014314846458], [7.61375963921002, 47.54000419593371], [7.61367829725937, 47.53997872193388], [7.613653621062668, 47.53994676811165], [7.613644123167131, 47.53993014387249]]}";4026;4026;Strasse;Zone50;
47.5413210762,7.61747899957;"{""type"": ""LineString"", ""coordinates"": [[7.617155313392751, 47.541586828911434], [7.617441753138545, 47.54133941081436], [7.617603874558266, 47.541216306493226], [7.617769814604129, 47.541107280338544], [7.617815999888641, 47.54107265510879]]}";4029;4029;Fussweg_Park;andere;
47.5425584004,7.61613800252;"{""type"": ""LineString"", ""coordinates"": [[7.616334730446488, 47.5426105701469], [7.61594127459126, 47.54250623059226]]}";4036;4036;Ueberfuehrung;andere;
47.5426481606,7.61716022175;"{""type"": ""LineString"", ""coordinates"": [[7.617988425250449, 47.54261315145471], [7.61778442169255, 47.54264161614803], [7.617323302524926, 47.54265256881831], [7.616986897780508, 47.54265308471958], [7.616869805407209, 47.542678851380124], [7.616546527472766, 47.54264864111843], [7.616334730446488, 47.5426105701469]]}";4037;4037;Fussweg_Park;andere;
47.5418299936,7.61778965094;"{""type"": ""LineString"", ""coordinates"": [[7.618242652488008, 47.541729038895575], [7.618201046682096, 47.5417707803034], [7.617766561276348, 47.54182775985027], [7.617536260648995, 47.54190744823302], [7.61733217719248, 47.54183593731306]]}";4039;4039;Fussweg_Park;andere;
47.540195965,7.62211771651;"{""type"": ""LineString"", ""coordinates"": [[7.622329627745637, 47.54014711001227], [7.622018021390307, 47.54020902903307], [7.621957650253014, 47.5402385518374], [7.62194649220312, 47.540292325322625]]}";4041;4041;Trottoir;Zone60;
47.5401146856,7.62157725478;"{""type"": ""LineString"", ""coordinates"": [[7.6214998426309, 47.54010490474192], [7.62158869774768, 47.540112445801874], [7.621653012100783, 47.54013281456302]]}";4042;4042;Trottoir;Zone60;
47.5552972092,7.57743748482;"{""type"": ""LineString"", ""coordinates"": [[7.576348182668591, 47.555576364886925], [7.576476694121804, 47.555519102846354], [7.577427377176921, 47.55531808950801], [7.577758292859358, 47.55523488986188], [7.578169223170316, 47.555104466369905], [7.578523070243124, 47.55499700795963]]}";4046;4046;Trottoir;Zone50;
47.5586018453,7.57462804496;"{""type"": ""LineString"", ""coordinates"": [[7.574882837678722, 47.55769994099638], [7.57481019919292, 47.55795450334276], [7.574571571109064, 47.55880905971437], [7.574390372772339, 47.55944342715809], [7.574369341208764, 47.55946486568596], [7.574337315367866, 47.559473420003684]]}";4048;4048;Trottoir;Zone30;
47.5299093372,7.59686343984;"{""type"": ""LineString"", ""coordinates"": [[7.597390856205581, 47.52976803301119], [7.596860525837283, 47.52990862665836], [7.596581104596397, 47.52998578619959], [7.596403622538956, 47.53002953887114], [7.596345899835272, 47.530070925670444]]}";4051;4051;Fussweg_Park;Fussgaengerzone;
