Geo Point;Geo Shape;OBJID;ID;Fusswegtyp;Strassenkategorie;Bemerkung
47.5593767791,7.59453790099;"{""type"": ""LineString"", ""coordinates"": [[7.595882889418763, 47.55944108876029], [7.59569403186305, 47.55928294593573], [7.595504021193335, 47.55907111179361], [7.595358855699989, 47.558936733966114], [7.595040749663774, 47.55899622316334], [7.594613717054899, 47.55910955887771], [7.594342528167923, 47.559279723105455], [7.593889361336722, 47.55960938116532], [7.593531177157002, 47.55987513670182], [7.59318718580842, 47.56012919842634]]}";1837;1837;Trottoir;Zone30;
47.5602313785,7.59568692693;"{""type"": ""LineString"", ""coordinates"": [[7.595973477636635, 47.55956261562836], [7.595896165451513, 47.55957279296248], [7.595684399352953, 47.55971670835676], [7.59487312495626, 47.56033545189323], [7.594666378210312, 47.56050302113472], [7.594895757676621, 47.56061412803333], [7.595326680214722, 47.560812724400755], [7.595573939424233, 47.56093035333495], [7.595984323373374, 47.56055125415993], [7.596420405434037, 47.560143086935255], [7.596686444855091, 47.55990832294822], [7.596348749936068, 47.55972051482809], [7.596300088408352, 47.55969171981145], [7.596083621824477, 47.559588647597124], [7.595973477636635, 47.55956261562836]]}";1838;1838;Trottoir;Zone30;
47.5617452428,7.5941691119;"{""type"": ""LineString"", ""coordinates"": [[7.593796556868797, 47.56162706650715], [7.59450323225093, 47.56185198278484], [7.594543378657021, 47.561849284931114]]}";1839;1839;Trottoir;Fussgaengerzone;
47.5645911827,7.59837349273;"{""type"": ""LineString"", ""coordinates"": [[7.598153639529927, 47.56490963665633], [7.598527269254019, 47.56437125574773], [7.598584467816123, 47.564267227933044]]}";1844;1844;Trottoirallee;Fussgaengerzone;
47.5639174788,7.59605322492;"{""type"": ""LineString"", ""coordinates"": [[7.596267472627263, 47.56359014567728], [7.59586960072193, 47.56418685836542], [7.59593908963181, 47.56421159622846]]}";1847;1847;Trottoir;Zone30;
47.5631337658,7.59795582583;"{""type"": ""LineString"", ""coordinates"": [[7.599074552949285, 47.563511145262254], [7.598481951919042, 47.56331328852707], [7.597964789591065, 47.563137809917606], [7.596838159988888, 47.56275324466454]]}";1848;1848;Trottoir;Fussgaengerzone;
47.5631405218,7.59657941549;"{""type"": ""LineString"", ""coordinates"": [[7.596838159988888, 47.56275324466454], [7.596337606198478, 47.5635004464239], [7.596370318898524, 47.56350886523578]]}";1852;1852;Trottoir;Zone30;
47.5720231362,7.59355236929;"{""type"": ""LineString"", ""coordinates"": [[7.593505865678764, 47.57172185910911], [7.592432211348413, 47.57174080027012], [7.592454740398056, 47.57220765972261], [7.594981126786348, 47.57215330442737], [7.594984519954374, 47.57170554023129], [7.594923307427401, 47.57170562232224]]}";1853;1853;Trottoir;Zone30;
47.5736713204,7.59375169576;"{""type"": ""LineString"", ""coordinates"": [[7.592536773352867, 47.573708587976455], [7.594966618174148, 47.5736340528025]]}";1856;1856;Trottoir;Zone50;
47.572658258,7.59372611538;"{""type"": ""LineString"", ""coordinates"": [[7.592536773352867, 47.573708587976455], [7.592522498207044, 47.573486804688365], [7.592466902211788, 47.57262329576113], [7.592448036966198, 47.57233036040727], [7.595002679550519, 47.572279160124644], [7.594980973755056, 47.57309479041279], [7.594966618174148, 47.5736340528025]]}";1857;1857;Trottoir;Zone30;
47.571482609,7.59164425109;"{""type"": ""LineString"", ""coordinates"": [[7.590875995580847, 47.57118831922518], [7.590896162960235, 47.57165677402268], [7.592245330367206, 47.57164385190879], [7.592160593040822, 47.57083448669358]]}";1859;1859;Trottoir;Zone30;
47.5737686091,7.59692515228;"{""type"": ""LineString"", ""coordinates"": [[7.595752854610656, 47.57375050710753], [7.597994638679032, 47.57378252102958], [7.598077292406757, 47.57384523784119]]}";1861;1861;Trottoir;Zone50;
47.5715558087,7.59614667607;"{""type"": ""LineString"", ""coordinates"": [[7.596431892987408, 47.57165902604455], [7.595861459161362, 47.571452591354586]]}";1866;1866;Trottoir;Zone50;
47.5732520812,7.59769385053;"{""type"": ""LineString"", ""coordinates"": [[7.596517822632021, 47.573644310357736], [7.598194418387362, 47.573657964029536], [7.59787876018678, 47.57203625000613]]}";1867;1867;Trottoir;Zone50;
47.5726759038,7.59653969724;"{""type"": ""LineString"", ""coordinates"": [[7.596561571857388, 47.57170749726076], [7.596517822632021, 47.573644310357736]]}";1868;1868;Trottoir;Zone30;
47.5727861025,7.59533696216;"{""type"": ""LineString"", ""coordinates"": [[7.595102574492438, 47.57362390538837], [7.595131716789382, 47.57231722809836], [7.595635635781397, 47.572327711603755], [7.595624156379586, 47.57322803073258]]}";1872;1872;Trottoir;Zone30;
47.5736350042,7.59573602819;"{""type"": ""LineString"", ""coordinates"": [[7.596369481880305, 47.573646103076186], [7.595102574492438, 47.57362390538837]]}";1873;1873;Trottoir;Zone50;
47.5851008473,7.5944602807;"{""type"": ""LineString"", ""coordinates"": [[7.593927807923877, 47.585036229147704], [7.594992753478574, 47.585165465510414]]}";1879;1879;Trottoir;Zone30;
47.5864719971,7.59322887393;"{""type"": ""LineString"", ""coordinates"": [[7.59314567903184, 47.586592475389835], [7.593232395466572, 47.58657967942137], [7.593266573191134, 47.586529242751745], [7.593249339981144, 47.58646333324695], [7.593218713933532, 47.58639522905921], [7.59323655984827, 47.586291778561026]]}";1880;1880;Trottoir;Zone50;
47.5865550686,7.59288113837;"{""type"": ""LineString"", ""coordinates"": [[7.592641572776776, 47.58819934244218], [7.592576594516007, 47.588071134080394], [7.592484433942603, 47.587676597112356], [7.592468315042774, 47.587392887213376], [7.592503916409097, 47.587121106556694], [7.592620935809429, 47.58674169045529], [7.592818529846519, 47.58637308594302], [7.593070985001105, 47.58599602631989], [7.593259189127989, 47.58570578597819], [7.593457842372081, 47.585388982194196], [7.593527993370134, 47.58525707821498], [7.593639793175571, 47.584993029199936]]}";1883;1883;Trottoir;Zone50;
47.5885473911,7.59318879154;"{""type"": ""LineString"", ""coordinates"": [[7.593698640119698, 47.588844880405695], [7.593618094504644, 47.588745284105215], [7.593245213882771, 47.58862290812935], [7.593076367395459, 47.58857270459347], [7.592986405772161, 47.58850799761739], [7.592920157750249, 47.588428428699466], [7.592782707121544, 47.58813700996288]]}";1884;1884;Trottoir;Zone30;
47.5809176568,7.5914133663;"{""type"": ""LineString"", ""coordinates"": [[7.591476323989769, 47.58143666689964], [7.591673918848796, 47.58135991669256], [7.591124681214929, 47.58035357167954], [7.591068191336458, 47.580363205801554]]}";1891;1891;Trottoir;Zone50;
47.5782983599,7.59210967053;"{""type"": ""LineString"", ""coordinates"": [[7.591673560576867, 47.577108667485014], [7.592545780484541, 47.57948805234521]]}";1895;1895;Trottoir;Zone50;
47.5830587787,7.59212025941;"{""type"": ""LineString"", ""coordinates"": [[7.591685623355849, 47.58338837430964], [7.592161266988307, 47.58335269177686], [7.592009021451666, 47.58282386773983], [7.592606990921747, 47.58274658864901]]}";1906;1906;Trottoir;Zone30;
47.5678674189,7.58689503861;"{""type"": ""LineString"", ""coordinates"": [[7.587544860659214, 47.56846143531321], [7.586475833361391, 47.568424545560404], [7.586599780874269, 47.567273914568304], [7.587664303218608, 47.56739047510936], [7.587659065810207, 47.567437500862304]]}";1911;1911;Trottoir;Zone30;
47.568891795,7.58890753848;"{""type"": ""LineString"", ""coordinates"": [[7.589289338655652, 47.56922723766098], [7.58868652145722, 47.56920571072045], [7.588713013916441, 47.56857466103405], [7.589358229459166, 47.56860570231727]]}";1915;1915;Trottoir;Zone30;
47.5696213152,7.58805028153;"{""type"": ""LineString"", ""coordinates"": [[7.588589794780646, 47.56999308901209], [7.587511464449938, 47.56999119722457], [7.587528171672185, 47.56922950013214], [7.588592511543427, 47.56926637721988], [7.588589794780646, 47.56999308901209]]}";1918;1918;Trottoir;Zone30;
47.5765893661,7.58828080795;"{""type"": ""LineString"", ""coordinates"": [[7.589131391772285, 47.576675279959844], [7.588062987293512, 47.57692523002097], [7.587846441205619, 47.576960564633225], [7.587703920511873, 47.576517763772536], [7.588789926109456, 47.576025783627834]]}";1922;1922;Trottoir;Zone30;
47.5771962769,7.58852227966;"{""type"": ""LineString"", ""coordinates"": [[7.589495873304149, 47.57732493423294], [7.588022421171991, 47.57757541619106], [7.587846592611639, 47.57701474229386], [7.58820437369759, 47.57695692231153], [7.589181058913522, 47.576717189297014]]}";1923;1923;Trottoir;Zone30;
47.579199714,7.59068140196;"{""type"": ""LineString"", ""coordinates"": [[7.591232673159074, 47.58023551455154], [7.590130130760163, 47.57816391340301]]}";1925;1925;Trottoir;Zone50;
47.5800817233,7.59185865838;"{""type"": ""LineString"", ""coordinates"": [[7.592484643592708, 47.57992793199379], [7.591232673159074, 47.58023551455154]]}";1926;1926;Trottoir;Zone30;
47.578855489,7.59208692706;"{""type"": ""LineString"", ""coordinates"": [[7.592484643592708, 47.57992793199379], [7.591689210521185, 47.57778304605967]]}";1927;1927;Trottoir;Zone50;
47.5669561406,7.59187468431;"{""type"": ""LineString"", ""coordinates"": [[7.590903857294681, 47.56688024026044], [7.592438264079355, 47.56709744726525], [7.592568703498692, 47.566612856308915]]}";1932;1932;Trottoir;Zone30;
47.568652733,7.59358702238;"{""type"": ""LineString"", ""coordinates"": [[7.592357973838363, 47.5686527705061], [7.594816070915313, 47.568652695574926]]}";1937;1937;Trottoir;Begegnungszone;
47.569172853,7.59155203713;"{""type"": ""LineString"", ""coordinates"": [[7.590431788109391, 47.56924818597503], [7.59222313071485, 47.56924890645556], [7.592216693739982, 47.56864658919623]]}";1939;1939;Trottoir;Zone30;
47.5667172454,7.5931599664;"{""type"": ""LineString"", ""coordinates"": [[7.593624011734293, 47.56679630541047], [7.592695921072295, 47.56663818538]]}";1941;1941;Trottoir;Zone50;
47.5699361118,7.59706280275;"{""type"": ""LineString"", ""coordinates"": [[7.596384006198274, 47.570196240293825], [7.597517765745607, 47.56981227044036], [7.597504770947244, 47.56951383242467]]}";1948;1948;Trottoir;Zone50;
47.5689474379,7.59485224918;"{""type"": ""LineString"", ""coordinates"": [[7.594888427437045, 47.569242180310766], [7.594816070915313, 47.568652695574926]]}";1949;1949;Trottoir;Begegnungszone;
47.5689325507,7.59562255469;"{""type"": ""LineString"", ""coordinates"": [[7.595039103410039, 47.569238785458246], [7.594995333611233, 47.568763995052386], [7.596286069141123, 47.56892479040088], [7.596240199826129, 47.569335963242544]]}";1950;1950;Trottoir;Begegnungszone;
47.569191357,7.59337920191;"{""type"": ""LineString"", ""coordinates"": [[7.592357973838363, 47.5686527705061], [7.592354999134916, 47.56925350828615], [7.594888427437045, 47.569242180310766]]}";1955;1955;Trottoir;Zone30;
47.5665573065,7.59041934994;"{""type"": ""LineString"", ""coordinates"": [[7.589402795440103, 47.56604813330523], [7.590919796878913, 47.56632341932679], [7.590499723914196, 47.5676274244349]]}";1956;1956;Trottoir;Zone50;
47.5704074514,7.59573477385;"{""type"": ""LineString"", ""coordinates"": [[7.596271111124858, 47.570236226099034], [7.595198436567403, 47.57057867669644]]}";1961;1961;Trottoir;Zone50;
47.5706252976,7.59369399336;"{""type"": ""LineString"", ""coordinates"": [[7.595043104392453, 47.57060438234941], [7.592344882322165, 47.57064621278049]]}";1962;1962;Trottoir;Zone50;
47.5701628148,7.59365991895;"{""type"": ""LineString"", ""coordinates"": [[7.595043104392453, 47.57060438234941], [7.595013329275721, 47.570084946704974], [7.592329140917541, 47.570085333041476], [7.592344882322165, 47.57064621278049]]}";1963;1963;Trottoir;Zone30;
47.5693265049,7.595634226;"{""type"": ""LineString"", ""coordinates"": [[7.596240199826129, 47.569335963242544], [7.596202623886462, 47.56936947958578], [7.5950769228336, 47.56928813706738], [7.595039103410039, 47.569238785458246]]}";1967;1967;Trottoir;Zone30;
47.5779071004,7.59087984821;"{""type"": ""LineString"", ""coordinates"": [[7.590095788746536, 47.578099374513364], [7.591663907675818, 47.57771482634143]]}";1968;1968;Trottoir;Zone30;
47.5770210618,7.58933846611;"{""type"": ""LineString"", ""coordinates"": [[7.589495873304149, 47.57732493423294], [7.589181058913522, 47.576717189297014]]}";1973;1973;Trottoir;Zone50;
47.5763505318,7.58896065894;"{""type"": ""LineString"", ""coordinates"": [[7.588789926109456, 47.576025783627834], [7.589131391772285, 47.576675279959844]]}";1974;1974;Trottoir;Zone50;
47.5701422412,7.5969442321;"{""type"": ""LineString"", ""coordinates"": [[7.597494667669944, 47.56996367477548], [7.596393796531312, 47.5703208076592]]}";1978;1978;Trottoir;Zone50;
47.5706419701,7.59132769033;"{""type"": ""LineString"", ""coordinates"": [[7.592213042521467, 47.57065276307334], [7.590442338139348, 47.57063117712536]]}";1979;1979;Trottoir;Zone50;
47.5716808305,7.62106641212;"{""type"": ""LineString"", ""coordinates"": [[7.618289569563465, 47.57098020402872], [7.618561324794058, 47.57112475387896], [7.618654054918913, 47.571170505406556], [7.618754308109978, 47.5712126027789], [7.61888040139517, 47.57125611705449], [7.618992719901087, 47.571285811230126], [7.619229981893129, 47.57133716629701], [7.619421719644056, 47.57137457038551], [7.620128902719664, 47.57151442862843], [7.620689044460303, 47.571625013192225], [7.620925495444598, 47.57167145549657], [7.621071997149532, 47.57170109414399], [7.621358544732224, 47.57176110950135], [7.621517163879115, 47.571793642529116], [7.621681966246412, 47.57182325166461], [7.622025831457123, 47.571882446776144], [7.622407409859069, 47.57194813776158], [7.622910698035522, 47.572036946611846], [7.623113469561812, 47.57207377851311], [7.623476718341834, 47.57213402684662], [7.623896712814838, 47.57220485929077]]}";1982;1982;Fussweg_Park;Zone60;
47.5580568263,7.60252764934;"{""type"": ""LineString"", ""coordinates"": [[7.603023176594879, 47.55777287038265], [7.602399212847161, 47.5577818165626], [7.602402084818733, 47.558068343867944], [7.602409004031252, 47.55870830110041]]}";1984;1984;Trottoir;Zone30;
47.5587384762,7.60343208652;"{""type"": ""LineString"", ""coordinates"": [[7.602409004031252, 47.55870830110041], [7.603348071153983, 47.55873455194788], [7.604455087330517, 47.558771321733424]]}";1987;1987;Trottoir;Zone50;
47.5580666532,7.60160382712;"{""type"": ""LineString"", ""coordinates"": [[7.60228472109948, 47.558682079149236], [7.602282040353821, 47.558453399317045], [7.602271642974066, 47.557978562853165], [7.602269055725511, 47.5577846885806], [7.60132514857414, 47.55779072326123], [7.600902884975919, 47.557800054069496], [7.600975284342277, 47.55808042276328], [7.601071754106693, 47.55843760926065], [7.601168183684783, 47.55878117018868]]}";1988;1988;Trottoir;Zone30;
47.5589599828,7.5995388199;"{""type"": ""LineString"", ""coordinates"": [[7.599093223632203, 47.55902466453941], [7.599210456771778, 47.55901760484304], [7.599983108099624, 47.55888404181198]]}";1993;1993;Trottoir;Zone50;
47.5577949751,7.60001968123;"{""type"": ""LineString"", ""coordinates"": [[7.599403887262127, 47.55758942139424], [7.599583682782837, 47.55790428658443], [7.600772472915722, 47.557714651268725]]}";1995;1995;Trottoir;Zone30;
47.5574005959,7.60157077456;"{""type"": ""LineString"", ""coordinates"": [[7.602265787381928, 47.55768935959438], [7.602258211239443, 47.557163902293695], [7.602244206402937, 47.55713315439363], [7.602210367227399, 47.55711167990308], [7.601953999966573, 47.5571080013999], [7.600941442792385, 47.55707931444153], [7.600894809713908, 47.557101575938276], [7.6009065902547, 47.55770773723024], [7.602265787381928, 47.55768935959438]]}";1998;1998;Trottoir;Zone30;
47.5577657459,7.60347332201;"{""type"": ""LineString"", ""coordinates"": [[7.603917737645363, 47.5578740072563], [7.603679138942367, 47.557830123353625], [7.603401611809849, 47.55773029903828], [7.603260414509316, 47.5576988856838], [7.603056675726699, 47.557683704197785], [7.603024883873618, 47.557684423594566]]}";2000;2000;Trottoir;Begegnungszone;
