Geo Point,Geo Shape,OBJID,ID,Strassenkategorie,Bewertung,Bemerkung,Tram,Konfliktgrün,Lichtsignalanlage,Vortritt-Typ,lat,long
"47.548922317,7.55936431775","{""type"": ""LineString"", ""coordinates"": [[7.559407680550821, 47.54891507262854], [7.559320954958684, 47.54892956132951]]}",743,743,Zone30,0.1,,Nein,Nein,Nein,ohne,47.548922317,7.55936431775
"47.5485030853,7.560136977","{""type"": ""LineString"", ""coordinates"": [[7.560064765934156, 47.54849457143721], [7.560209188064649, 47.54851159916492]]}",752,752,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5485030853,7.560136977
"47.5533911041,7.58631109398","{""type"": ""LineString"", ""coordinates"": [[7.586260847645904, 47.55335924899926], [7.586361340313279, 47.55342295927862]]}",2564,2564,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5533911041,7.58631109398
"47.5528782599,7.58977228418","{""type"": ""LineString"", ""coordinates"": [[7.589834538770797, 47.552876173575356], [7.589710029590779, 47.5528803462522]]}",2567,2567,Zone30,0.3,,Ja,Nein,Nein,ohne,47.5528782599,7.58977228418
"47.5647625828,7.60525300645","{""type"": ""LineString"", ""coordinates"": [[7.605188988353158, 47.5647254763489], [7.605317024544124, 47.564799689217644]]}",2575,2575,Zone50,0.1,Trottoirüberfahrt,Nein,Nein,Nein,ohne,47.5647625828,7.60525300645
"47.5608269192,7.59846682747","{""type"": ""LineString"", ""coordinates"": [[7.598380646867994, 47.56077343037201], [7.598553008072117, 47.56088040811529]]}",2587,2587,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5608269192,7.59846682747
"47.560050273,7.61254745923","{""type"": ""LineString"", ""coordinates"": [[7.612322555484035, 47.5599656450922], [7.612772362975126, 47.560134900913155]]}",2630,2630,Zone50,0.5,Konfliktgrün,Nein,Ja,Ja,Fussgaengerstreifen,47.560050273,7.61254745923
"47.5726409664,7.61152585989","{""type"": ""LineString"", ""coordinates"": [[7.611490737698664, 47.57258458758987], [7.611560982085716, 47.57269734512421]]}",2634,2634,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5726409664,7.61152585989
"47.568597119,7.605772433","{""type"": ""LineString"", ""coordinates"": [[7.605730237589196, 47.568591985706355], [7.605814628405359, 47.56860225236606]]}",2636,2636,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.568597119,7.605772433
"47.5682894751,7.60224041971","{""type"": ""LineString"", ""coordinates"": [[7.602155754595493, 47.56826954249538], [7.602325084817583, 47.56830940764969]]}",2641,2641,Zone50,0.5,,Nein,Nein,Nein,Fussgaengerstreifen,47.5682894751,7.60224041971
"47.5461603603,7.55872857295","{""type"": ""LineString"", ""coordinates"": [[7.558681443828879, 47.54615754428011], [7.558775702067766, 47.54616317632558]]}",1792,1792,Zone50,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5461603603,7.55872857295
"47.5413701795,7.59509704103","{""type"": ""LineString"", ""coordinates"": [[7.595139540458601, 47.54135988301445], [7.595054541607336, 47.541380476023264]]}",1810,1810,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5413701795,7.59509704103
"47.5475973715,7.56402036176","{""type"": ""LineString"", ""coordinates"": [[7.564046260386449, 47.547564210623435], [7.5639944631347, 47.547630532293475]]}",1820,1820,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5475973715,7.56402036176
"47.5304475211,7.6055800306","{""type"": ""LineString"", ""coordinates"": [[7.605451742177837, 47.53044258761704], [7.605708319025227, 47.53045245467127]]}",1825,1825,Zone50,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5304475211,7.6055800306
"47.538644743,7.6011393917","{""type"": ""LineString"", ""coordinates"": [[7.601119386608667, 47.53861534318826], [7.601159396795241, 47.53867414275146]]}",1832,1832,Zone30,0.1,Begegnungszone,Nein,Nein,Nein,ohne,47.538644743,7.6011393917
"47.5386052398,7.59571978705","{""type"": ""LineString"", ""coordinates"": [[7.595636749934576, 47.5385777497844], [7.595802824158508, 47.53863272972999]]}",1841,1841,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5386052398,7.59571978705
"47.5421683244,7.58985191718","{""type"": ""LineString"", ""coordinates"": [[7.589809801192264, 47.54218797199855], [7.589894033158913, 47.54214867678175]]}",1855,1855,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5421683244,7.58985191718
"47.5404044085,7.59840680432","{""type"": ""LineString"", ""coordinates"": [[7.598356130021722, 47.540414290198285], [7.598457478617065, 47.540394526731625]]}",1860,1860,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5404044085,7.59840680432
"47.5435788203,7.59272358814","{""type"": ""LineString"", ""coordinates"": [[7.592661366053491, 47.54360907669098], [7.592785810219143, 47.543548563865514]]}",1866,1866,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5435788203,7.59272358814
"47.5392577064,7.60622202661","{""type"": ""LineString"", ""coordinates"": [[7.606183636162296, 47.53921969096205], [7.606260417065792, 47.53929572191453]]}",1872,1872,Zone50,0.5,,Ja,Nein,Nein,ohne,47.5392577064,7.60622202661
"47.5399019082,7.61359300182","{""type"": ""LineString"", ""coordinates"": [[7.613644123167131, 47.53993014387249], [7.613541880465978, 47.5398736726071]]}",1879,1879,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5399019082,7.61359300182
"47.5405618624,7.61990954066","{""type"": ""LineString"", ""coordinates"": [[7.619944122071817, 47.54062884372943], [7.619874959257136, 47.540494880970996]]}",1885,1885,Zone60,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5405618624,7.61990954066
"47.5412675908,7.61837322402","{""type"": ""LineString"", ""coordinates"": [[7.618311861250029, 47.5412856012099], [7.618434586799133, 47.54124958044379]]}",1896,1896,Zone60,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5412675908,7.61837322402
"47.540167083,7.61700235876","{""type"": ""LineString"", ""coordinates"": [[7.616867454410285, 47.54011737870824], [7.617137263116013, 47.54021678738879]]}",1899,1899,Zone50,0.5,,Nein,Nein,Nein,ohne,47.540167083,7.61700235876
"47.5399877793,7.6163961732","{""type"": ""LineString"", ""coordinates"": [[7.616359959465183, 47.53997957827778], [7.616432386925659, 47.53999598027995]]}",1900,1900,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5399877793,7.6163961732
"47.5370949097,7.61140888401","{""type"": ""LineString"", ""coordinates"": [[7.611387053515833, 47.53711656769305], [7.61143071450198, 47.53707325170197]]}",1903,1903,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5370949097,7.61140888401
"47.536706126,7.61093832721","{""type"": ""LineString"", ""coordinates"": [[7.610856607471025, 47.536709763481596], [7.611020046949324, 47.53670248842929]]}",1907,1907,Zone50,0.5,,Nein,Nein,Nein,ohne,47.536706126,7.61093832721
"47.5536747594,7.57677476183","{""type"": ""LineString"", ""coordinates"": [[7.576631644765351, 47.553630486387085], [7.576917878887209, 47.55371903246811]]}",1921,1921,Zone50,0.3,,Ja,Ja,Ja,Fussgaengerstreifen,47.5536747594,7.57677476183
"47.5538637224,7.5766418457","{""type"": ""LineString"", ""coordinates"": [[7.576486770140966, 47.55384209158684], [7.576796921258668, 47.55388535318515]]}",1923,1923,Zone50,0.3,,Ja,Ja,Ja,Fussgaengerstreifen,47.5538637224,7.5766418457
"47.55401215,7.57853309988","{""type"": ""LineString"", ""coordinates"": [[7.578440674766858, 47.5540633138587], [7.578625524993242, 47.55396098615075]]}",1925,1925,Zone50,0.5,,Nein,Nein,Nein,Fussgaengerstreifen,47.55401215,7.57853309988
"47.5505365531,7.58133062804","{""type"": ""LineString"", ""coordinates"": [[7.581229358847696, 47.55048124408995], [7.581431897230014, 47.550591862170634]]}",1933,1933,Zone50,0.1,,Ja,Nein,Ja,Fussgaengerstreifen,47.5505365531,7.58133062804
"47.5532191761,7.57716213523","{""type"": ""LineString"", ""coordinates"": [[7.577039229270288, 47.55314036605067], [7.577285041194545, 47.55329798618048]]}",1935,1935,Zone50,0.1,,Ja,Nein,Ja,Fussgaengerstreifen,47.5532191761,7.57716213523
"47.560097891,7.57465694893","{""type"": ""LineString"", ""coordinates"": [[7.57465528561745, 47.56000295969767], [7.574658612240207, 47.56019282224226]]}",1947,1947,Zone30,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.560097891,7.57465694893
"47.5573630584,7.57364923294","{""type"": ""LineString"", ""coordinates"": [[7.573591034039294, 47.557371444926396], [7.573707431843387, 47.557354671798436]]}",1952,1952,Zone30,0.1,Übergang zwischen Begegnungszone und Tempo 50,Nein,Nein,Nein,ohne,47.5573630584,7.57364923294
"47.5576181932,7.57305671929","{""type"": ""LineString"", ""coordinates"": [[7.572954560875455, 47.55759954101996], [7.57315887770548, 47.55763684539027]]}",1953,1953,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5576181932,7.57305671929
"47.5574167408,7.57058094642","{""type"": ""LineString"", ""coordinates"": [[7.57058659892486, 47.55734914201578], [7.570575293909266, 47.557484339526155]]}",1959,1959,Zone50,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5574167408,7.57058094642
"47.5349151607,7.59236241572","{""type"": ""LineString"", ""coordinates"": [[7.592401403609321, 47.534936887711], [7.592323427820983, 47.53489343361621]]}",1975,1975,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5349151607,7.59236241572
"47.5354412682,7.59151722454","{""type"": ""LineString"", ""coordinates"": [[7.591463114076425, 47.53540476591509], [7.591571334996155, 47.53547777049015]]}",1979,1979,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5354412682,7.59151722454
"47.5363822063,7.59308724797","{""type"": ""LineString"", ""coordinates"": [[7.593070909833623, 47.53634916221447], [7.593103586097894, 47.536415250300905]]}",1980,1980,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5363822063,7.59308724797
"47.5365789809,7.59231595864","{""type"": ""LineString"", ""coordinates"": [[7.592298075167933, 47.536541833072945], [7.592333842112303, 47.5366161286327]]}",1984,1984,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5365789809,7.59231595864
"47.537528377,7.59466899647","{""type"": ""LineString"", ""coordinates"": [[7.594670007602173, 47.53748805644639], [7.594667985345401, 47.53756869753567]]}",1991,1991,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.537528377,7.59466899647
"47.532116742,7.590124015","{""type"": ""LineString"", ""coordinates"": [[7.59008386531202, 47.53208466827088], [7.590164164680949, 47.53214881565006]]}",1999,1999,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.532116742,7.590124015
"47.5310449186,7.59205092865","{""type"": ""LineString"", ""coordinates"": [[7.592104736647133, 47.53104688930988], [7.591997120644498, 47.53104294785227]]}",2005,2005,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5310449186,7.59205092865
"47.5266880403,7.59214341291","{""type"": ""LineString"", ""coordinates"": [[7.592138705587898, 47.52672498863789], [7.592148120222875, 47.52665109191387]]}",2019,2019,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5266880403,7.59214341291
"47.5266079705,7.5915502447","{""type"": ""LineString"", ""coordinates"": [[7.591615600721775, 47.52661002519896], [7.591484888677226, 47.52660591573856]]}",2022,2022,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5266079705,7.5915502447
"47.525767326,7.59157770197","{""type"": ""LineString"", ""coordinates"": [[7.59159483032735, 47.52573694927343], [7.59156057360333, 47.525797702628815]]}",2025,2025,Zone30,0.1,,Nein,Nein,Nein,ohne,47.525767326,7.59157770197
"47.525623281,7.59092881294","{""type"": ""LineString"", ""coordinates"": [[7.590921469684769, 47.52565576287028], [7.590936156189832, 47.525590799197005]]}",2026,2026,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.525623281,7.59092881294
"47.5302807743,7.58860296436","{""type"": ""LineString"", ""coordinates"": [[7.588600861150612, 47.53032392483261], [7.588605067564504, 47.53023762373207]]}",2034,2034,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5302807743,7.58860296436
"47.5292133582,7.58743356141","{""type"": ""LineString"", ""coordinates"": [[7.587377197757054, 47.52922040494116], [7.587489925068681, 47.52920631154878]]}",2047,2047,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5292133582,7.58743356141
"47.5314018187,7.58626053726","{""type"": ""LineString"", ""coordinates"": [[7.586255315265683, 47.53136705520412], [7.586265759246624, 47.53143658214259]]}",2051,2051,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5314018187,7.58626053726
"47.5315535293,7.58331104895","{""type"": ""LineString"", ""coordinates"": [[7.583357010097004, 47.53151917884819], [7.583265087810885, 47.53158787979107]]}",2057,2057,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5315535293,7.58331104895
"47.5337792469,7.58507748935","{""type"": ""LineString"", ""coordinates"": [[7.585032824324927, 47.533731964091935], [7.585122154368571, 47.533826529627454]]}",2065,2065,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5337792469,7.58507748935
"47.5342233317,7.586226983","{""type"": ""LineString"", ""coordinates"": [[7.586255259664478, 47.53425074947823], [7.586198706343985, 47.53419591393091]]}",2067,2067,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5342233317,7.586226983
"47.5344447237,7.58549696335","{""type"": ""LineString"", ""coordinates"": [[7.585478095798431, 47.53441234282373], [7.585515830906662, 47.53447710461882]]}",2071,2071,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5344447237,7.58549696335
"47.5378455482,7.58607089155","{""type"": ""LineString"", ""coordinates"": [[7.586003384856997, 47.53781505920252], [7.586138398238052, 47.53787603718428]]}",2081,2081,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5378455482,7.58607089155
"47.5382221886,7.58841354192","{""type"": ""LineString"", ""coordinates"": [[7.588388269114923, 47.53819437177445], [7.588438814717551, 47.53825000536103]]}",2085,2085,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5382221886,7.58841354192
"47.5396596051,7.58778802906","{""type"": ""LineString"", ""coordinates"": [[7.587703680201924, 47.53965614699268], [7.587872377913811, 47.53966306313231]]}",2090,2090,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5396596051,7.58778802906
"47.54029319,7.58661737586","{""type"": ""LineString"", ""coordinates"": [[7.586619172986687, 47.540256290679615], [7.586615578741407, 47.54033008925845]]}",2093,2093,Zone30,0.1,,Nein,Nein,Nein,ohne,47.54029319,7.58661737586
"47.5297926807,7.59394887545","{""type"": ""LineString"", ""coordinates"": [[7.593901513918738, 47.52981520594307], [7.593996236983413, 47.5297701554969]]}",2094,2094,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5297926807,7.59394887545
"47.5268738489,7.59412612485","{""type"": ""LineString"", ""coordinates"": [[7.594115111196215, 47.526908386428026], [7.594137138498652, 47.526839311385665]]}",2102,2102,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5268738489,7.59412612485
"47.5294519705,7.59307090591","{""type"": ""LineString"", ""coordinates"": [[7.59306338486556, 47.52940889108918], [7.593078426946489, 47.52949504994545]]}",2106,2106,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5294519705,7.59307090591
"47.5301038023,7.59214208506","{""type"": ""LineString"", ""coordinates"": [[7.592144056528082, 47.53005740058478], [7.59214011358994, 47.53015020401106]]}",2112,2112,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5301038023,7.59214208506
"47.5309617611,7.59326216032","{""type"": ""LineString"", ""coordinates"": [[7.593253323867019, 47.53092543778652], [7.59327099677749, 47.53099808436763]]}",2116,2116,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5309617611,7.59326216032
"47.5310494589,7.5932119848","{""type"": ""LineString"", ""coordinates"": [[7.593163041187557, 47.531051201218965], [7.59326092840712, 47.531047716621615]]}",2117,2117,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5310494589,7.5932119848
"47.5330311807,7.59158170887","{""type"": ""LineString"", ""coordinates"": [[7.59151384518158, 47.533032681845114], [7.591649572564225, 47.53302967958654]]}",2123,2123,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5330311807,7.59158170887
"47.5344108082,7.59423714053","{""type"": ""LineString"", ""coordinates"": [[7.594160432407085, 47.53443125012262], [7.594313848645067, 47.5343903661959]]}",2128,2128,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5344108082,7.59423714053
"47.5348102822,7.60030495421","{""type"": ""LineString"", ""coordinates"": [[7.600241350608725, 47.53484219061472], [7.600368557801769, 47.53477837384436]]}",2133,2133,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5348102822,7.60030495421
"47.5355459398,7.59685350508","{""type"": ""LineString"", ""coordinates"": [[7.596885160176607, 47.5355214336213], [7.596821849986222, 47.5355704459134]]}",2139,2139,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5355459398,7.59685350508
"47.5371586403,7.59614704376","{""type"": ""LineString"", ""coordinates"": [[7.596071017715407, 47.53718178522378], [7.596223069812797, 47.53713549538631]]}",2148,2148,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5371586403,7.59614704376
"47.5361293801,7.59425068601","{""type"": ""LineString"", ""coordinates"": [[7.594232011994502, 47.536090250492954], [7.594269360035369, 47.536168509624]]}",2152,2152,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5361293801,7.59425068601
"47.532156473,7.59463774271","{""type"": ""LineString"", ""coordinates"": [[7.594614504006612, 47.53213866041016], [7.594660981410521, 47.53217428561249]]}",2157,2157,Zone30,0.1,,Nein,Nein,Nein,ohne,47.532156473,7.59463774271
"47.5556110329,7.61620918304","{""type"": ""LineString"", ""coordinates"": [[7.61614552788863, 47.55562808323234], [7.616272838188638, 47.55559398266607]]}",2162,2162,Zone30,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5556110329,7.61620918304
"47.5545982765,7.59944505974","{""type"": ""LineString"", ""coordinates"": [[7.599391677147035, 47.554593390176265], [7.599498442341662, 47.554603162906965]]}",2168,2168,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5545982765,7.59944505974
"47.5544645192,7.59747666652","{""type"": ""LineString"", ""coordinates"": [[7.597487371300732, 47.55449466965389], [7.597465961729345, 47.55443436881298]]}",2169,2169,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5544645192,7.59747666652
"47.5445362478,7.59917092317","{""type"": ""LineString"", ""coordinates"": [[7.598995014140517, 47.544592885703864], [7.599346832191699, 47.54447960989262]]}",2173,2173,Zone50,0.3,,Ja,Ja,Ja,Fussgaengerstreifen,47.5445362478,7.59917092317
"47.5452470475,7.59907691","{""type"": ""LineString"", ""coordinates"": [[7.599074496348951, 47.545153286253374], [7.599079323652334, 47.54534080876617]]}",2177,2177,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5452470475,7.59907691
"47.5362895682,7.6031476922","{""type"": ""LineString"", ""coordinates"": [[7.603108979717873, 47.536264161437146], [7.603186404684861, 47.53631497496366]]}",2185,2185,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5362895682,7.6031476922
"47.5279102836,7.59665569704","{""type"": ""LineString"", ""coordinates"": [[7.59674597502916, 47.527897448320324], [7.59656541905819, 47.52792311886805]]}",2191,2191,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5279102836,7.59665569704
"47.5286340702,7.59682509375","{""type"": ""LineString"", ""coordinates"": [[7.596773371573979, 47.52860701503236], [7.596876815934985, 47.528661125272485]]}",2194,2194,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5286340702,7.59682509375
"47.5285664808,7.59848866508","{""type"": ""LineString"", ""coordinates"": [[7.598463806705851, 47.52853760430535], [7.598513523450975, 47.52859535736418]]}",2196,2196,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5285664808,7.59848866508
"47.5298085476,7.60215360565","{""type"": ""LineString"", ""coordinates"": [[7.602126248732419, 47.52982322341715], [7.602180962562625, 47.52979387168648]]}",2205,2205,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5298085476,7.60215360565
"47.5322530564,7.60123670821","{""type"": ""LineString"", ""coordinates"": [[7.60118676941174, 47.53221172307888], [7.601286647011619, 47.53229438966639]]}",2213,2213,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5322530564,7.60123670821
"47.5353814644,7.60229200158","{""type"": ""LineString"", ""coordinates"": [[7.602240471990191, 47.53537047442808], [7.60234353116624, 47.535392454349655]]}",2220,2220,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5353814644,7.60229200158
"47.5338570516,7.60752765088","{""type"": ""LineString"", ""coordinates"": [[7.607538927903652, 47.533788416912024], [7.607516373851344, 47.53392568619675]]}",2221,2221,Zone80,0.5,,Nein,Nein,Nein,ohne,47.5338570516,7.60752765088
"47.5337513505,7.60748510519","{""type"": ""LineString"", ""coordinates"": [[7.607431282473613, 47.5337142841465], [7.607538927903652, 47.533788416912024]]}",2222,2222,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5337513505,7.60748510519
"47.5706778896,7.61725190082","{""type"": ""LineString"", ""coordinates"": [[7.617228149319557, 47.57066506052435], [7.617275652312672, 47.57069071863675]]}",2232,2232,Zone30,0.3,,Ja,Nein,Nein,ohne,47.5706778896,7.61725190082
"47.5480213152,7.59563408561","{""type"": ""LineString"", ""coordinates"": [[7.595679219683442, 47.54799041924589], [7.595588951541292, 47.548052211123256]]}",2233,2233,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5480213152,7.59563408561
"47.5591226309,7.58265585624","{""type"": ""LineString"", ""coordinates"": [[7.582593697929696, 47.559128746934654], [7.582718014558883, 47.55911651480376]]}",2236,2236,Zone30,0.1,Wenig Verkehr,Nein,Nein,Nein,ohne,47.5591226309,7.58265585624
"47.5586350703,7.57984834428","{""type"": ""LineString"", ""coordinates"": [[7.579767309389554, 47.558675114061046], [7.579929379167863, 47.5585950265295]]}",2243,2243,Zone50,0.1,Übersichtlich,Nein,Nein,Nein,Fussgaengerstreifen,47.5586350703,7.57984834428
"47.5554261043,7.58716062808","{""type"": ""LineString"", ""coordinates"": [[7.587232696521339, 47.55545959054217], [7.587088559637001, 47.55539261796263]]}",2247,2247,Zone30,0.3,Tram,Ja,Nein,Nein,Fussgaengerstreifen,47.5554261043,7.58716062808
"47.5616344637,7.58607448505","{""type"": ""LineString"", ""coordinates"": [[7.586019266851052, 47.56161172543218], [7.586129703247675, 47.56165720190059]]}",2250,2250,Zone30,0.3,Tram,Ja,Nein,Nein,Fussgaengerstreifen,47.5616344637,7.58607448505
"47.5615257593,7.58591575476","{""type"": ""LineString"", ""coordinates"": [[7.58581224267416, 47.56143979324793], [7.586019266851052, 47.56161172543218]]}",2251,2251,Zone30,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5615257593,7.58591575476
"47.5586206661,7.58256313173","{""type"": ""LineString"", ""coordinates"": [[7.582511328211287, 47.55862334726547], [7.582614935241144, 47.558617985020845]]}",2254,2254,Zone30,0.1,Wenig Verkehr,Nein,Nein,Nein,ohne,47.5586206661,7.58256313173
"47.5581309857,7.58169997783","{""type"": ""LineString"", ""coordinates"": [[7.581709321886027, 47.55810012577508], [7.581690633777955, 47.5581618456781]]}",2255,2255,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5581309857,7.58169997783
"47.5578942219,7.58160783428","{""type"": ""LineString"", ""coordinates"": [[7.581667931017312, 47.557900192016035], [7.581547737533834, 47.557888251826135]]}",2256,2256,Zone30,0.3,,Ja,Nein,Nein,Fussgaengerstreifen,47.5578942219,7.58160783428
"47.5570252951,7.58425828658","{""type"": ""LineString"", ""coordinates"": [[7.584249245574116, 47.55700587089709], [7.58426732757767, 47.55704471922018]]}",2260,2260,andere,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5570252951,7.58425828658
"47.5577830777,7.58822335641","{""type"": ""LineString"", ""coordinates"": [[7.588173452042004, 47.55783964038041], [7.588273260771061, 47.557726515065575]]}",2261,2261,andere,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5577830777,7.58822335641
"47.5455042377,7.62031463189","{""type"": ""LineString"", ""coordinates"": [[7.620304607518827, 47.54547434001463], [7.620324656254842, 47.54553413533088]]}",2262,2262,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5455042377,7.62031463189
"47.5456250185,7.62044779607","{""type"": ""LineString"", ""coordinates"": [[7.620393028294672, 47.54563256441494], [7.620502563839671, 47.54561747265261]]}",2263,2263,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5456250185,7.62044779607
"47.5647394936,7.56791584308","{""type"": ""LineString"", ""coordinates"": [[7.56786580582243, 47.56476099450251], [7.567965880331339, 47.5647179926636]]}",2265,2265,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5647394936,7.56791584308
"47.5763517814,7.56580602372","{""type"": ""LineString"", ""coordinates"": [[7.565769138447338, 47.57632821316934], [7.565842909001754, 47.5763753495487]]}",2267,2267,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5763517814,7.56580602372
"47.5762207653,7.56550505173","{""type"": ""LineString"", ""coordinates"": [[7.565404377565937, 47.57618625810183], [7.565605725887773, 47.57625527251913]]}",2268,2268,Zone50,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5762207653,7.56550505173
"47.5759051013,7.56478704279","{""type"": ""LineString"", ""coordinates"": [[7.564743949287241, 47.57588624317634], [7.564830136301572, 47.575923959418105]]}",2269,2269,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5759051013,7.56478704279
"47.5689745411,7.57022818257","{""type"": ""LineString"", ""coordinates"": [[7.570240272896392, 47.56893834136127], [7.570216092238226, 47.56901074085622]]}",2277,2277,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5689745411,7.57022818257
"47.5677970581,7.57062794086","{""type"": ""LineString"", ""coordinates"": [[7.570591187821863, 47.567825497268934], [7.570664693897376, 47.56776861894087]]}",2279,2279,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5677970581,7.57062794086
"47.5698570431,7.56760116356","{""type"": ""LineString"", ""coordinates"": [[7.567575225985702, 47.56989691375503], [7.567627101142815, 47.56981717236581]]}",2280,2280,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5698570431,7.56760116356
"47.5697969818,7.56745991949","{""type"": ""LineString"", ""coordinates"": [[7.56742378552252, 47.56982716404295], [7.567496053453275, 47.569766799589246]]}",2281,2281,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5697969818,7.56745991949
"47.5698620389,7.56749950575","{""type"": ""LineString"", ""coordinates"": [[7.56742378552252, 47.56982716404295], [7.567575225985702, 47.56989691375503]]}",2282,2282,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5698620389,7.56749950575
"47.5685097021,7.56734532939","{""type"": ""LineString"", ""coordinates"": [[7.56729638511627, 47.56847066949123], [7.567394273660062, 47.5685487347019]]}",2284,2284,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5685097021,7.56734532939
"47.5671181852,7.56354908488","{""type"": ""LineString"", ""coordinates"": [[7.563472690931793, 47.56706232618924], [7.563625478822963, 47.56717404426081]]}",2287,2287,Zone50,0.1,,Ja,Nein,Ja,Fussgaengerstreifen,47.5671181852,7.56354908488
"47.5670604846,7.58298033896","{""type"": ""LineString"", ""coordinates"": [[7.582901015226254, 47.567059022333126], [7.58305966269305, 47.56706194676749]]}",2290,2290,Zone30,0.1,Führt nur zu einer Schiffstation,Nein,Nein,Nein,ohne,47.5670604846,7.58298033896
