Geo Point,Geo Shape,OBJID,ID,Strassenkategorie,Bewertung,Bemerkung,Tram,Konfliktgrün,Lichtsignalanlage,Vortritt-Typ,lat,long
"47.5665926289,7.58190006138","{""type"": ""LineString"", ""coordinates"": [[7.581924954114921, 47.56654929367132], [7.58187516863519, 47.56663596416896]]}",2291,2291,Zone30,0.1,Tempo 30 und wenig Verkehr,Nein,Nein,Nein,ohne,47.5665926289,7.58190006138
"47.5626029015,7.5723584282","{""type"": ""LineString"", ""coordinates"": [[7.572324239214254, 47.56262670207111], [7.572392617190798, 47.56257910092239]]}",2292,2292,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5626029015,7.5723584282
"47.5628964201,7.57554515796","{""type"": ""LineString"", ""coordinates"": [[7.5754939010847, 47.5628626908893], [7.575596414830163, 47.562930149310304]]}",2294,2294,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5628964201,7.57554515796
"47.5643116972,7.57342902024","{""type"": ""LineString"", ""coordinates"": [[7.573436129134191, 47.564272125715696], [7.5734219113468, 47.56435126877013]]}",2295,2295,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5643116972,7.57342902024
"47.5638914585,7.57686700906","{""type"": ""LineString"", ""coordinates"": [[7.576827667505288, 47.56384923023077], [7.576906350607457, 47.56393368683169]]}",2300,2300,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5638914585,7.57686700906
"47.5614438262,7.57815696451","{""type"": ""LineString"", ""coordinates"": [[7.578199302997129, 47.56140773769564], [7.578114626031653, 47.561479914639804]]}",2306,2306,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5614438262,7.57815696451
"47.5614437246,7.57824183638","{""type"": ""LineString"", ""coordinates"": [[7.578284369769507, 47.561479711509186], [7.578199302997129, 47.56140773769564]]}",2307,2307,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5614437246,7.57824183638
"47.5620614035,7.5790401276","{""type"": ""LineString"", ""coordinates"": [[7.578997779969844, 47.562093971232905], [7.579082475225079, 47.562028835715395]]}",2312,2312,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5620614035,7.5790401276
"47.5621253117,7.5775049317","{""type"": ""LineString"", ""coordinates"": [[7.577460347215528, 47.56209259168406], [7.577549516187828, 47.56215803170047]]}",2314,2314,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5621253117,7.5775049317
"47.5620437809,7.57750345746","{""type"": ""LineString"", ""coordinates"": [[7.577546998166377, 47.562017453953274], [7.577459916754278, 47.56207010791099]]}",2315,2315,Zone30,0.1,Übergang zwischen Tempo 30 und Begegnungszone,Nein,Nein,Nein,ohne,47.5620437809,7.57750345746
"47.5609673047,7.57066459","{""type"": ""LineString"", ""coordinates"": [[7.570611131492538, 47.56098967410661], [7.570718048515406, 47.560944935287]]}",2339,2339,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5609673047,7.57066459
"47.5637287765,7.56819561148","{""type"": ""LineString"", ""coordinates"": [[7.568232094293281, 47.56376491316734], [7.568159128658889, 47.56369263980591]]}",2352,2352,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5637287765,7.56819561148
"47.5618625677,7.56794870148","{""type"": ""LineString"", ""coordinates"": [[7.567902527629648, 47.5618898563588], [7.567994875331903, 47.561835279101075]]}",2355,2355,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5618625677,7.56794870148
"47.5676313786,7.56902193049","{""type"": ""LineString"", ""coordinates"": [[7.568992865793184, 47.56765227643966], [7.569050995187767, 47.56761048074791]]}",2370,2370,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5676313786,7.56902193049
"47.5676191973,7.56890051465","{""type"": ""LineString"", ""coordinates"": [[7.568868134391931, 47.56759648392018], [7.568932894903411, 47.5676419107303]]}",2371,2371,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5676191973,7.56890051465
"47.5679006795,7.56816745799","{""type"": ""LineString"", ""coordinates"": [[7.568204323309542, 47.567882358902324], [7.568130592662519, 47.56791900010285]]}",2372,2372,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5679006795,7.56816745799
"47.5691120371,7.5693876512","{""type"": ""LineString"", ""coordinates"": [[7.569332672055646, 47.569228013883176], [7.569442630334582, 47.56899606034007]]}",2381,2381,Zone50,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5691120371,7.5693876512
"47.5692507461,7.56998094655","{""type"": ""LineString"", ""coordinates"": [[7.570011488221378, 47.56917632937017], [7.569950404871994, 47.56932516273999]]}",2382,2382,Zone50,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5692507461,7.56998094655
"47.5708426687,7.56927618612","{""type"": ""LineString"", ""coordinates"": [[7.569306279785939, 47.57080438490863], [7.569246092445414, 47.57088095256197]]}",2385,2385,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5708426687,7.56927618612
"47.5696943104,7.57105909273","{""type"": ""LineString"", ""coordinates"": [[7.571099367378968, 47.569702957089234], [7.571018818084879, 47.56968566370245]]}",2389,2389,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5696943104,7.57105909273
"47.5633424481,7.5659599455","{""type"": ""LineString"", ""coordinates"": [[7.565921650173803, 47.56337304603747], [7.565998240824241, 47.56331185023374]]}",2394,2394,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5633424481,7.5659599455
"47.5685100996,7.57559914982","{""type"": ""LineString"", ""coordinates"": [[7.575684770851564, 47.56855421206858], [7.575513528787328, 47.5684659871319]]}",2396,2396,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5685100996,7.57559914982
"47.576131171,7.57308432767","{""type"": ""LineString"", ""coordinates"": [[7.573089342731945, 47.57606161271715], [7.573079312606476, 47.57620072932921]]}",2398,2398,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.576131171,7.57308432767
"47.5651267374,7.56730378484","{""type"": ""LineString"", ""coordinates"": [[7.567229676425954, 47.56505751808652], [7.567377893253034, 47.56519595661783]]}",2400,2400,Zone50,0.5,,Ja,Nein,Nein,Fussgaengerstreifen,47.5651267374,7.56730378484
"47.570934754,7.57261246347","{""type"": ""LineString"", ""coordinates"": [[7.572491704670907, 47.5708832194742], [7.572733222277137, 47.570986288580464]]}",2404,2404,Zone50,0.1,Wenig Verkehr und Tempo 30,Nein,Nein,Nein,ohne,47.570934754,7.57261246347
"47.572004986,7.56846952208","{""type"": ""LineString"", ""coordinates"": [[7.568536150595305, 47.57193652397999], [7.568402893571402, 47.572073448110494]]}",2410,2410,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.572004986,7.56846952208
"47.5663926259,7.58301303765","{""type"": ""LineString"", ""coordinates"": [[7.583007349864669, 47.56640479690335], [7.583018725428326, 47.56638045485686]]}",2423,2423,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5663926259,7.58301303765
"47.5727740792,7.64044168481","{""type"": ""LineString"", ""coordinates"": [[7.640455293316804, 47.572730058411835], [7.640428076296582, 47.572818099908766]]}",2427,2427,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5727740792,7.64044168481
"47.5726650631,7.63957809023","{""type"": ""LineString"", ""coordinates"": [[7.639592768710688, 47.572620892237545], [7.639563411748503, 47.57270923401874]]}",2428,2428,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5726650631,7.63957809023
"47.5700577279,7.63321406611","{""type"": ""LineString"", ""coordinates"": [[7.633141261196903, 47.570017949048136], [7.633286871013389, 47.57009750679153]]}",2430,2430,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5700577279,7.63321406611
"47.5605822684,7.58514155036","{""type"": ""LineString"", ""coordinates"": [[7.585082293805629, 47.56060533084137], [7.585200806918846, 47.56055920601241]]}",2432,2432,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5605822684,7.58514155036
"47.5559851243,7.5794036389","{""type"": ""LineString"", ""coordinates"": [[7.579363048791139, 47.555933989945416], [7.579444229017845, 47.55603625862717]]}",2506,2506,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5559851243,7.5794036389
"47.5564920401,7.58159378541","{""type"": ""LineString"", ""coordinates"": [[7.581652536504074, 47.5564574725648], [7.581535034323407, 47.556526607562255]]}",2509,2509,Zone30,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5564920401,7.58159378541
"47.5509328851,7.58627073519","{""type"": ""LineString"", ""coordinates"": [[7.586237215604229, 47.5509752162065], [7.586304254775015, 47.550890554049104]]}",2530,2530,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5509328851,7.58627073519
"47.5493366581,7.58398950113","{""type"": ""LineString"", ""coordinates"": [[7.583902315426245, 47.54937757603173], [7.5840766868318, 47.549295740254806]]}",2533,2533,Zone50,0.5,,Ja,Nein,Nein,Fussgaengerstreifen,47.5493366581,7.58398950113
"47.550168083,7.58309470789","{""type"": ""LineString"", ""coordinates"": [[7.583140563103781, 47.55012539123805], [7.583048852671459, 47.550210774667]]}",2537,2537,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.550168083,7.58309470789
"47.5505974492,7.5828005145","{""type"": ""LineString"", ""coordinates"": [[7.582819320249397, 47.55056847952749], [7.582781708744488, 47.550626418824166]]}",2539,2539,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5505974492,7.5828005145
"47.5512598762,7.58586128218","{""type"": ""LineString"", ""coordinates"": [[7.585772849242066, 47.55124894354764], [7.585949715124597, 47.55127080880285]]}",2540,2540,Zone50,0.3,Tempo 50 und Sicht etwas eingeschränkt,Nein,Nein,Nein,Fussgaengerstreifen,47.5512598762,7.58586128218
"47.5525326088,7.5843472459","{""type"": ""LineString"", ""coordinates"": [[7.584321539050367, 47.55249105836242], [7.584372952742832, 47.5525741592694]]}",2545,2545,Zone50,0.3,Tram,Ja,Nein,Nein,Fussgaengerstreifen,47.5525326088,7.5843472459
"47.5533089458,7.58588850439","{""type"": ""LineString"", ""coordinates"": [[7.58586720007936, 47.55335659007508], [7.585909808694602, 47.55326130149089]]}",2546,2546,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5533089458,7.58588850439
"47.5660059408,7.60787656987","{""type"": ""LineString"", ""coordinates"": [[7.607896435315904, 47.56594707505236], [7.607856704415605, 47.566064806451266]]}",2592,2592,andere,0.3,,Ja,Nein,Nein,ohne,47.5660059408,7.60787656987
"47.5660787112,7.60772628321","{""type"": ""LineString"", ""coordinates"": [[7.60762759223233, 47.56604993966986], [7.607824974186467, 47.56610748271437]]}",2593,2593,andere,0.3,,Ja,Nein,Nein,ohne,47.5660787112,7.60772628321
"47.5658867759,7.6079743528","{""type"": ""LineString"", ""coordinates"": [[7.60805227029213, 47.56582647672883], [7.607896435315904, 47.56594707505236]]}",2595,2595,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5658867759,7.6079743528
"47.5647435855,7.60325236507","{""type"": ""LineString"", ""coordinates"": [[7.603136234804199, 47.564698551684614], [7.60336849534153, 47.56478861931481]]}",2601,2601,Zone50,0.5,,Nein,Nein,Nein,Fussgaengerstreifen,47.5647435855,7.60325236507
"47.560819762,7.61652276072","{""type"": ""LineString"", ""coordinates"": [[7.616558263322155, 47.56078375982214], [7.616487258123319, 47.56085576414376]]}",2603,2603,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.560819762,7.61652276072
"47.5609635527,7.6164350934","{""type"": ""LineString"", ""coordinates"": [[7.616486978856237, 47.560855692620486], [7.616383207938149, 47.561071412702404]]}",2604,2604,Zone50,0.3,Tempo 50 aber Insel in der Strassenmitte,Nein,Nein,Nein,Fussgaengerstreifen,47.5609635527,7.6164350934
"47.5624618027,7.6264491292","{""type"": ""LineString"", ""coordinates"": [[7.626477453389339, 47.56240197117754], [7.626420805009436, 47.56252163413226]]}",2607,2607,Zone50,0.3,Tempo 50 und Bus,Nein,Nein,Nein,Fussgaengerstreifen,47.5624618027,7.6264491292
"47.5686598794,7.62520726273","{""type"": ""LineString"", ""coordinates"": [[7.62515371567705, 47.56863740894311], [7.625260809775608, 47.56868234976339]]}",2619,2619,Zone30,0.1,Wenig Verkehr,Nein,Ja,Ja,Fussgaengerstreifen,47.5686598794,7.62520726273
"47.5587547559,7.60222177966","{""type"": ""LineString"", ""coordinates"": [[7.602219803659077, 47.55870393514915], [7.602223755655994, 47.55880557674053]]}",2624,2624,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5587547559,7.60222177966
"47.5698516807,7.61603864885","{""type"": ""LineString"", ""coordinates"": [[7.616075941188512, 47.56981645857501], [7.616001356518558, 47.56988690289417]]}",2686,2686,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5698516807,7.61603864885
"47.5694687091,7.61541882784","{""type"": ""LineString"", ""coordinates"": [[7.615355437694366, 47.569432470813446], [7.615482217977394, 47.56950494747299]]}",2692,2692,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5694687091,7.61541882784
"47.5687344758,7.61408128355","{""type"": ""LineString"", ""coordinates"": [[7.614019786725692, 47.568695558265496], [7.614142780375553, 47.56877339335855]]}",2693,2693,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5687344758,7.61408128355
"47.5699197007,7.61233251567","{""type"": ""LineString"", ""coordinates"": [[7.61235436265044, 47.56984600969829], [7.612310668696849, 47.56999339160223]]}",2708,2708,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5699197007,7.61233251567
"47.559702812,7.5996000335","{""type"": ""LineString"", ""coordinates"": [[7.599539480904395, 47.55968141867141], [7.599660586086861, 47.55972420540292]]}",2710,2710,Zone30,0.1,,Nein,Nein,Nein,ohne,47.559702812,7.5996000335
"47.5597974406,7.59951133042","{""type"": ""LineString"", ""coordinates"": [[7.599459459264026, 47.55977557655092], [7.599563201569337, 47.559819304707446]]}",2711,2711,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5597974406,7.59951133042
"47.5671960479,7.61088524368","{""type"": ""LineString"", ""coordinates"": [[7.61082957994596, 47.567176236126386], [7.610940907410689, 47.56721585965472]]}",2712,2712,Zone30,0.5,Konfliktgrün,Nein,Ja,Ja,Fussgaengerstreifen,47.5671960479,7.61088524368
"47.559847632,7.60308200266","{""type"": ""LineString"", ""coordinates"": [[7.603026294440224, 47.559837961387686], [7.603137710881428, 47.55985730251666]]}",2717,2717,Zone30,0.1,Begegnungszone,Nein,Nein,Nein,ohne,47.559847632,7.60308200266
"47.5611395103,7.61089677223","{""type"": ""LineString"", ""coordinates"": [[7.610923759010533, 47.56109853097231], [7.610869785445246, 47.56118048966936]]}",2718,2718,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5611395103,7.61089677223
"47.5611598919,7.61106878048","{""type"": ""LineString"", ""coordinates"": [[7.611003722376429, 47.561140089581244], [7.611133838576055, 47.561179694178385]]}",2720,2720,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5611598919,7.61106878048
"47.5600594153,7.61521013936","{""type"": ""LineString"", ""coordinates"": [[7.6151734573445, 47.560036249121644], [7.615246821380393, 47.56008258150024]]}",2724,2724,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5600594153,7.61521013936
"47.575689117,7.63820450851","{""type"": ""LineString"", ""coordinates"": [[7.638172003502081, 47.575647662347954], [7.638237013527081, 47.57573057160531]]}",2737,2737,Zone30,0.1,,Nein,Nein,Nein,ohne,47.575689117,7.63820450851
"47.5730140095,7.63807456382","{""type"": ""LineString"", ""coordinates"": [[7.638052458931531, 47.57295626286485], [7.638096668706937, 47.57307175608262]]}",2742,2742,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5730140095,7.63807456382
"47.5730705322,7.63746889074","{""type"": ""LineString"", ""coordinates"": [[7.637466476880122, 47.57302909783856], [7.637471304608245, 47.57311196647421]]}",2744,2744,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5730705322,7.63746889074
"47.5730105596,7.63761517083","{""type"": ""LineString"", ""coordinates"": [[7.637521635140556, 47.57301241025066], [7.637708706512453, 47.57300870886242]]}",2745,2745,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5730105596,7.63761517083
"47.5658041321,7.59107101186","{""type"": ""LineString"", ""coordinates"": [[7.591063557229031, 47.56583675298363], [7.591078466496985, 47.565771511138216]]}",2793,2793,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5658041321,7.59107101186
"47.5653463028,7.58930365732","{""type"": ""LineString"", ""coordinates"": [[7.589352109465694, 47.56535456834815], [7.589255205176172, 47.56533803724989]]}",2796,2796,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5653463028,7.58930365732
"47.5643910506,7.58961572725","{""type"": ""LineString"", ""coordinates"": [[7.58956187556087, 47.56438085401131], [7.589669578942474, 47.56440124715399]]}",2797,2797,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5643910506,7.58961572725
"47.5650881051,7.58728041578","{""type"": ""LineString"", ""coordinates"": [[7.587201024745747, 47.565070996855255], [7.587359806816451, 47.56510521332215]]}",2803,2803,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5650881051,7.58728041578
"47.5620583051,7.59269581515","{""type"": ""LineString"", ""coordinates"": [[7.592729117769633, 47.56202991733323], [7.592662512533956, 47.562086692775495]]}",2806,2806,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5620583051,7.59269581515
"47.5616838401,7.59354919975","{""type"": ""LineString"", ""coordinates"": [[7.593519481742528, 47.56172928892529], [7.593578917767191, 47.56163839134903]]}",2807,2807,andere,0.3,Tram,Ja,Nein,Nein,ohne,47.5616838401,7.59354919975
"47.5625615472,7.59295170282","{""type"": ""LineString"", ""coordinates"": [[7.592925054349037, 47.56250853756328], [7.592978351292532, 47.562614556869484]]}",2809,2809,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5625615472,7.59295170282
"47.5624124106,7.59226625001","{""type"": ""LineString"", ""coordinates"": [[7.592218723041923, 47.56244091135375], [7.592313776983328, 47.56238390980025]]}",2811,2811,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5624124106,7.59226625001
"47.5608010245,7.59123890929","{""type"": ""LineString"", ""coordinates"": [[7.591179264890613, 47.56076889610808], [7.591298553692042, 47.560833152956484]]}",2813,2813,andere,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5608010245,7.59123890929
"47.5611220634,7.59210616798","{""type"": ""LineString"", ""coordinates"": [[7.592044881390053, 47.56110368445167], [7.592167454578411, 47.561140442273796]]}",2814,2814,andere,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5611220634,7.59210616798
"47.5600061389,7.5967658246","{""type"": ""LineString"", ""coordinates"": [[7.596664220874184, 47.5599279324294], [7.596867428324297, 47.56008434534973]]}",2818,2818,Zone30,0.3,zweispurig,Nein,Nein,Nein,Fussgaengerstreifen,47.5600061389,7.5967658246
"47.5598525323,7.59670818298","{""type"": ""LineString"", ""coordinates"": [[7.596769860650349, 47.55981895604587], [7.596646505319488, 47.55988610864894]]}",2819,2819,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5598525323,7.59670818298
"47.5587639679,7.59648566572","{""type"": ""LineString"", ""coordinates"": [[7.59647130602109, 47.55872680281982], [7.596500025419698, 47.55880113306055]]}",2832,2832,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5587639679,7.59648566572
"47.558714997,7.59660517284","{""type"": ""LineString"", ""coordinates"": [[7.596623303751417, 47.558735689497105], [7.596587041928137, 47.55869430454582]]}",2834,2834,andere,0.1,"Kaum Verkehr, nur Velo und Lieferverkehr",Nein,Nein,Nein,ohne,47.558714997,7.59660517284
"47.5583914211,7.59745498044","{""type"": ""LineString"", ""coordinates"": [[7.597426899334377, 47.55836455914929], [7.597483061555462, 47.558418283094646]]}",2835,2835,andere,0.1,"Kaum Verkehr, nur Velo und Lieferverkehr",Nein,Nein,Nein,ohne,47.5583914211,7.59745498044
